title,title_english,title_romaji,title_native,year,season,format,episodes,canonical_key,mal_id,anilist_id,kitsu_id,anidb_id,imdb_id,tvdb_id,tmdb_id,simkl_id,status,progress,score,last_updated,source
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd","Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside, I Was Kicked out of the Hero's Party Because I Wasn't a True Companion so I Decided to Have a Slow Life at the Frontier 2","Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",真の仲間2nd,2024,WINTER,TV,12,kitsu_46686,53488,156131,46686,17693,tt13483212,400573,113256,,completed,12,0,2026-01-23T11:53:33.943000+00:00,
Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,The Fruit of Evolution: Before I Knew It My Life Had It Made - Season 2,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,真・进化果实～不知不觉踏上胜利的人生～,2023,WINTER,TV,12,mal_51495,51495,146954,46033,17295,tt15026576,402636,117706,1882260,completed,12,0,2026-01-26T14:07:15+00:00,
Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,The Fruit of Evolution: Before I Knew It My Life Had It Made - Season 2,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,真・进化果实～不知不觉踏上胜利的人生～,2023,WINTER,TV,12,kitsu_46033,51495,146954,46033,17295,tt15026576,402636,117706,,completed,12,0,2026-01-23T11:53:33.882000+00:00,
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,Cautious Hero : The Hero Is Overpowered but Overly Cautious,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,この勇者が俺TUEEEくせに慎重すぎる,2019,FALL,TV,12,mal_38659,38659,105156,42079,14477,tt10974198,369048,93256,957923,completed,12,0,2026-07-05T13:37:46+00:00,
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,Cautious Hero : The Hero Is Overpowered but Overly Cautious,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,この勇者が俺TUEEEくせに慎重すぎる,2019,FALL,TV,12,kitsu_42079,38659,105156,42079,14477,tt10974198,369048,93256,,completed,12,0,2026-01-23T11:53:12.902000+00:00,
Shingeki no Kyojin,Attack on Titan,Shingeki no Kyojin,進撃の巨人,2013,SPRING,TV,25,mal_16498,16498,16498,7442,9541,tt2560140,267440,1429,39687,plantowatch,0,10,2026-08-07T21:10:41.801053+00:00,
Shingeki no Kyojin,Attack on Titan,Shingeki no Kyojin,進撃の巨人,2013,SPRING,TV,25,kitsu_7442,16498,16498,7442,9541,tt2560140,267440,1429,,watching,0,0,2026-07-05T13:41:01.468000+00:00,
Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,Attack on Titan The Movie: THE LAST ATTACK,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,劇場版 進撃の巨人 完結編 THE LAST ATTACK,2024,FALL,MOVIE,1,mal_59571,59571,18820,49129,18820,tt33175825,,1333100,2544548,plantowatch,0,0,2026-08-07T21:10:41.801853+00:00,
Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,Attack on Titan The Movie: THE LAST ATTACK,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,劇場版 進撃の巨人 完結編 THE LAST ATTACK,2024,FALL,MOVIE,1,kitsu_49129,59571,,49129,18820,tt33175825,,[1333100],2544548,plantowatch,0,0,2026-06-30T11:48:26.707000+00:00,
Shingeki no Kyojin Season 2,Attack on Titan 2nd Season,Shingeki no Kyojin Season 2,進撃の巨人,2017,SPRING,TV,12,mal_25777,25777,20958,8671,10944,tt2560140,267440,1429,439744,completed,12,0,2025-03-02T19:15:42+00:00,
Shingeki no Kyojin Season 2,Attack on Titan 2nd Season,Shingeki no Kyojin Season 2,進撃の巨人,2017,SPRING,TV,12,kitsu_8671,25777,20958,8671,10944,tt2560140,267440,1429,,completed,12,0,2025-02-15T18:43:47.054000+00:00,
Shingeki no Kyojin Season 3,Attack on Titan Season 3 (part 1),Shingeki no Kyojin Season 3,進撃の巨人,2018,SUMMER,TV,12,mal_35760,35760,99147,13569,13241,tt2560140,267440,1429,694485,watching,12,0,2026-07-05T13:41:05.917000+00:00,
Shingeki no Kyojin Season 3,Attack on Titan Season 3 (part 1),Shingeki no Kyojin Season 3,進撃の巨人,2018,SUMMER,TV,12,kitsu_13569,35760,99147,13569,13241,tt2560140,267440,1429,,watching,12,0,2026-07-05T13:41:05.917000+00:00,
Shingeki no Kyojin Season 3 Part 2,Attack on Titan 3rd Season: Part II,Shingeki no Kyojin Season 3 Part 2,進撃の巨人,2019,SPRING,TV,10,mal_38524,38524,104578,41982,14444,tt2560140,267440,1429,931899,completed,10,0,2025-03-02T19:16:03+00:00,
Shingeki no Kyojin Season 3 Part 2,Attack on Titan 3rd Season: Part II,Shingeki no Kyojin Season 3 Part 2,進撃の巨人,2019,SPRING,TV,10,kitsu_41982,38524,104578,41982,14444,tt2560140,267440,1429,,completed,10,0,2025-02-15T18:43:47.182000+00:00,
Shingeki no Kyojin: The Final Season,Attack on Titan: The Final Season - Part 1,Shingeki no Kyojin: The Final Season,進撃の巨人 The Final Season,2021,WINTER,TV,16,mal_40028,40028,110277,42422,14977,tt2560140,267440,1429,1120029,completed,16,0,2025-03-02T19:21:11+00:00,
Shingeki no Kyojin: The Final Season,Attack on Titan: The Final Season - Part 1,Shingeki no Kyojin: The Final Season,進撃の巨人 The Final Season,2021,WINTER,TV,16,kitsu_42422,40028,110277,42422,14977,tt2560140,267440,1429,,completed,16,0,2025-02-15T18:43:47.244000+00:00,
Shingeki no Kyojin: The Final Season - Kanketsu-hen,Attack on Titan The Final Season The Final Part Part 1,Shingeki no Kyojin: The Final Season - Kanketsu-hen,進撃の巨人 The Final Season 完結編,2023,WINTER,SPECIAL,2,mal_51535,51535,146984,46038,17303,tt2560140,267440,1429,1883416,watching,0,0,2026-08-07T21:10:41.801657+00:00,
Shingeki no Kyojin: The Final Season - Kanketsu-hen,Attack on Titan The Final Season The Final Part Part 1,Shingeki no Kyojin: The Final Season - Kanketsu-hen,進撃の巨人 The Final Season 完結編,2023,WINTER,SPECIAL,2,kitsu_46038,51535,146984,46038,17303,tt2560140,267440,1429,,watching,0,0,2026-01-23T11:53:40.417000+00:00,
Shingeki no Kyojin: The Final Season Part 2,Attack on Titan The Final Season (Part 2),Shingeki no Kyojin: The Final Season Part 2,進撃の巨人 The Final Season Part 2,2022,WINTER,TV,12,mal_48583,48583,131681,44240,16177,tt2560140,267440,1429,1579947,completed,12,0,2025-03-02T19:21:30+00:00,
Shingeki no Kyojin: The Final Season Part 2,Attack on Titan The Final Season (Part 2),Shingeki no Kyojin: The Final Season Part 2,進撃の巨人 The Final Season Part 2,2022,WINTER,TV,12,kitsu_44240,48583,131681,44240,16177,tt2560140,267440,1429,,completed,12,0,2025-02-15T18:43:47.290000+00:00,
"Shinjiteita Nakama-tachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakama-tachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!","Backstabbed in a Backwater Dungeon: My Trusted Companions Tried to Kill Me, But Thanks to the Gift of an Unlimited Gacha I Got LVL 9999 Friends and Am Out For Revenge on My Former Party Members and the World","Shinjiteita Nakama-tachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakama-tachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!",スキル無限ガチャ,2025,FALL,TV,12,mal_60303,60303,184322,49337,18989,tt36593026,456730,278635,2637424,watching,5,0,2026-08-13T12:22:09+00:00,
"Shinjiteita Nakama-tachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakama-tachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!","Backstabbed in a Backwater Dungeon: My Trusted Companions Tried to Kill Me, But Thanks to the Gift of an Unlimited Gacha I Got LVL 9999 Friends and Am Out For Revenge on My Former Party Members and the World","Shinjiteita Nakama-tachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakama-tachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!",スキル無限ガチャ,2025,FALL,TV,12,kitsu_49337,60303,184322,49337,18989,tt36593026,456730,278635,,watching,0,0,2026-07-05T13:26:50.741000+00:00,
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution : Before I Knew It, My Life Had It Made",Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,進化の実~知らないうちに勝ち組人生~,2021,FALL,TV,12,mal_46985,46985,129068,44024,16018,tt15026576,402636,117706,1534019,completed,12,0,2026-07-05T13:37:57+00:00,
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution : Before I Knew It, My Life Had It Made",Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,進化の実~知らないうちに勝ち組人生~,2021,FALL,TV,12,kitsu_44024,46985,129068,44024,16018,tt15026576,402636,117706,,completed,12,0,2025-02-15T18:43:01.766000+00:00,
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.","The Middle-Aged Newbie Adventurer, Trained to the Brink of Death by the Strongest Party, Became Unbeatable","Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",新米オッサン冒険者,2024,SUMMER,TV,12,mal_54913,54913,163292,47272,17965,tt31596104,433155,250598,2131406,completed,12,0,2025-03-02T19:26:57+00:00,
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.","The Middle-Aged Newbie Adventurer, Trained to the Brink of Death by the Strongest Party, Became Unbeatable","Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",新米オッサン冒険者,2024,SUMMER,TV,12,kitsu_47272,54913,163292,47272,17965,tt31596104,433155,250598,,completed,12,0,2025-02-15T18:43:47.430000+00:00,
Shinmai Renkinjutsushi no Tenpo Keiei,Management of Novice Alchemist Get My Shop!,Shinmai Renkinjutsushi no Tenpo Keiei,新米錬金術師の店舗経営,2022,FALL,TV,12,mal_49849,49849,139369,45222,16732,tt19406880,410147,133938,1733475,completed,12,0,2026-07-05T13:38:03+00:00,
Shinmai Renkinjutsushi no Tenpo Keiei,Management of Novice Alchemist Get My Shop!,Shinmai Renkinjutsushi no Tenpo Keiei,新米錬金術師の店舗経営,2022,FALL,TV,12,kitsu_45222,49849,139369,45222,16732,tt19406880,410147,133938,,completed,12,0,2026-01-23T11:53:13.065000+00:00,
Shinseiki Evangelion,Neon Genesis Evangelion Platinum,Shinseiki Evangelion,新世紀エヴァンゲリオン,1995,FALL,TV,26,mal_30,30,30,21,22,tt0112159,70350,890,41254,plantowatch,26,0,2026-07-21T10:00:27+00:00,
Shinseiki Evangelion,Neon Genesis Evangelion Platinum,Shinseiki Evangelion,新世紀エヴァンゲリオン,1995,FALL,TV,26,kitsu_21,30,30,21,22,tt0112159,70350,890,,completed,26,0,2025-02-15T18:43:47.481000+00:00,
"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",The End of Evangelion: Episode 25': Love is Destructive/One More Final: I Need Y,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",君に,1997,SUMMER,MOVIE,1,mal_32,32,32,23,202,tt0169858,70350,890,41175,completed,1,0,2026-07-21T10:00:26+00:00,
"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",The End of Evangelion: Episode 25': Love is Destructive/One More Final: I Need Y,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",君に,1997,SUMMER,MOVIE,1,kitsu_23,32,32,23,202,tt0169858,70350,890,,completed,1,0,2025-02-15T18:42:59.097000+00:00,
Shinsekai yori,Shinsekai Yori: From the New World,Shinsekai yori,新世界より,2012,FALL,TV,25,mal_13125,13125,13125,6887,9002,tt2309320,262838,53052,37940,plantowatch,3,0,2026-07-21T10:00:11+00:00,
Shinsekai yori,Shinsekai Yori: From the New World,Shinsekai yori,新世界より,2012,FALL,TV,25,kitsu_6887,13125,13125,6887,9002,tt2309320,262838,53052,,watching,3,0,2026-01-23T11:53:35.032000+00:00,
Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,"I'm the White Pig Nobleman, but With the Memories of My Previous Life, I'll Raise My Little Brother",Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,白豚貴族ですが前世の記憶が生えたので ひよこな弟育てます,2025,SUMMER,TV,12,mal_59322,59322,179541,49064,18760,tt32985844,452300,281623,2517428,plantowatch,0,0,2026-08-07T21:10:41.801845+00:00,
Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,"I'm the White Pig Nobleman, but With the Memories of My Previous Life, I'll Raise My Little Brother",Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,白豚貴族ですが前世の記憶が生えたので ひよこな弟育てます,2025,SUMMER,TV,12,kitsu_49064,59322,179541,49064,18760,tt32985844,452300,281623,,plantowatch,0,0,2026-06-30T11:48:02.646000+00:00,
Shokei Shoujo no Virgin Road,"The life of an executioned girl - and yet, she lives.",Shokei Shoujo no Virgin Road,Shokei Shoujo no Virgin Road (しょけいしょうじょのバージンロード),2022,SPRING,TV,12,mal_47162,47162,129193,44011,16031,tt13956452,402640,117886,1536159,plantowatch,0,0,2026-08-07T21:10:41.801565+00:00,
Shokei Shoujo no Virgin Road,"The life of an executioned girl - and yet, she lives.",Shokei Shoujo no Virgin Road,Shokei Shoujo no Virgin Road (しょけいしょうじょのバージンロード),2022,SPRING,TV,12,kitsu_44011,47162,129193,44011,16031,tt13956452,402640,117886,,plantowatch,0,0,2026-06-30T11:57:53.182000+00:00,
Shokugeki no Souma,Food Wars! The First Plate,Shokugeki no Souma,食戟のソーマ,2015,SPRING,TV,24,mal_28171,28171,20923,9967,10901,tt4731072,289909,62273,428720,plantowatch,24,0,2026-07-21T07:30:25+00:00,
Shokugeki no Souma,Food Wars! The First Plate,Shokugeki no Souma,食戟のソーマ,2015,SPRING,TV,24,kitsu_9967,28171,20923,9967,10901,tt4731072,289909,62273,,completed,24,0,2025-02-15T18:43:47.556000+00:00,
Shokugeki no Souma: Gou no Sara,Food Wars! Shokugeki no Soma: The Fifth Plate,Shokugeki no Souma: Gou no Sara,食戟のソーマ 豪ノ皿,2020,SPRING,TV,13,mal_40902,40902,114043,42921,15319,tt4731072,289909,62273,1228845,completed,13,0,2026-07-05T13:37:50+00:00,
Shokugeki no Souma: Gou no Sara,Food Wars! Shokugeki no Soma: The Fifth Plate,Shokugeki no Souma: Gou no Sara,食戟のソーマ 豪ノ皿,2020,SPRING,TV,13,kitsu_42921,40902,114043,42921,15319,tt4731072,289909,62273,,completed,13,0,2026-01-23T11:53:33.669000+00:00,
Shokugeki no Souma: Ni no Sara,Food Wars! Shokugeki no Soma: The Second Plate,Shokugeki no Souma: Ni no Sara,食戟のソーマ 2,2016,SUMMER,TV,13,mal_32282,32282,21518,11612,11828,tt4731072,289909,62273,543144,completed,13,8,2026-07-05T13:37:40+00:00,
Shokugeki no Souma: Ni no Sara,Food Wars! Shokugeki no Soma: The Second Plate,Shokugeki no Souma: Ni no Sara,食戟のソーマ 2,2016,SUMMER,TV,13,kitsu_11612,32282,21518,11612,11828,tt4731072,289909,62273,,completed,13,0,2025-02-15T18:43:47.599000+00:00,
Shokugeki no Souma: San no Sara,Food Wars (Shokugeki no Soma): The Third Plate,Shokugeki no Souma: San no Sara,食戟のソーマ 参ノ皿,2017,FALL,TV,12,mal_35788,35788,99255,13581,13244,tt4731072,289909,62273,695795,completed,12,0,2026-06-05T15:50:34+00:00,
Shokugeki no Souma: San no Sara,Food Wars (Shokugeki no Soma): The Third Plate,Shokugeki no Souma: San no Sara,食戟のソーマ 参ノ皿,2017,FALL,TV,12,kitsu_13581,35788,99255,13581,13244,tt4731072,289909,62273,,completed,12,0,2026-01-23T11:53:33.574000+00:00,
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,Food Wars (Shokugeki no Soma): The Third Plate Parte 2,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,『食戟のソーマ 餐ノ皿』 遠月列車篇,2018,SPRING,TV,12,mal_36949,36949,100773,14092,13658,tt4731072,289909,62273,747261,completed,12,0,2026-06-30T12:01:20.439000+00:00,
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,Food Wars (Shokugeki no Soma): The Third Plate Parte 2,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,『食戟のソーマ 餐ノ皿』 遠月列車篇,2018,SPRING,TV,12,kitsu_14092,36949,100773,14092,13658,tt4731072,289909,62273,,completed,12,0,2026-06-30T12:01:20.439000+00:00,
Shokugeki no Souma: Shin no Sara,Food Wars! Shokugeki no Soma: The Fourth Plate,Shokugeki no Souma: Shin no Sara,食戟のソーマ 神ノ皿,2019,FALL,TV,12,mal_39940,39940,109963,42390,14951,tt4731072,289909,62273,1109881,completed,12,0,2026-07-05T13:37:49+00:00,
Shokugeki no Souma: Shin no Sara,Food Wars! Shokugeki no Soma: The Fourth Plate,Shokugeki no Souma: Shin no Sara,食戟のソーマ 神ノ皿,2019,FALL,TV,12,kitsu_42390,39940,109963,42390,14951,tt4731072,289909,62273,,completed,12,0,2026-01-23T11:53:33.646000+00:00,
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,What Do You Do at the End of the World? Are You Busy? Will You Save Us?,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,すかすか,2017,SPRING,TV,12,mal_33502,33502,21860,12769,12238,tt6819736,325208/1,70639,595993,plantowatch,1,0,2026-07-03T04:20:18+00:00,
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,What Do You Do at the End of the World? Are You Busy? Will You Save Us?,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,すかすか,2017,SPRING,TV,12,kitsu_12769,33502,21860,12769,12238,tt6819736,325208,70639,,plantowatch,1,0,2026-06-30T11:54:19.794000+00:00,
Shuumatsu no Walküre,Valkyrie of the End,Shuumatsu no Walküre,終末のワルキューレ,2021,SPRING,ONA,12,mal_44942,44942,127399,44207,15932,tt13676344,393810,114868,1505151,plantowatch,0,0,2026-08-07T21:10:41.801552+00:00,
Shuumatsu no Walküre,Valkyrie of the End,Shuumatsu no Walküre,終末のワルキューレ,2021,SPRING,ONA,12,kitsu_44207,44942,127399,44207,15932,tt13676344,393810,114868,,plantowatch,0,0,2026-01-23T10:10:19.996000+00:00,
Shuumatsu no Walküre II,Record of Ragnarok 2nd Season,Shuumatsu no Walküre II,終末のワルキューレ Season 2,2023,WINTER,ONA,10,mal_49618,49618,138056,44988,16540,tt13676344,393810,114868,1710451,plantowatch,0,0,2026-08-07T21:10:41.801612+00:00,
Shuumatsu no Walküre II,Record of Ragnarok 2nd Season,Shuumatsu no Walküre II,終末のワルキューレ Season 2,2023,WINTER,ONA,10,kitsu_44988,49618,138056,44988,16540,tt13676344,393810,114868,,plantowatch,0,0,2026-01-23T11:28:56.642000+00:00,
Shuumatsu no Walküre III,Record of Ragnarok Season 3,Shuumatsu no Walküre III,終末のワルキューレ III,2025,FALL,ONA,15,mal_61200,61200,187921,49669,19212,tt13676344,393810,114868,2735122,plantowatch,0,0,2026-08-07T21:10:41.801904+00:00,
Shuumatsu no Walküre III,Record of Ragnarok Season 3,Shuumatsu no Walküre III,終末のワルキューレ III,2025,FALL,ONA,15,kitsu_49669,61200,187921,49669,19212,tt13676344,393810,114868,,plantowatch,0,0,2026-01-23T11:38:33.781000+00:00,
Sidonia no Kishi Movie,Knights of Sidonia: The Movie,Sidonia no Kishi Movie,劇場版 シドニアの騎士,2015,WINTER,MOVIE,1,mal_28495,28495,21154,10031,10939,tt3398976,278154,60831,438720,completed,1,0,2025-03-02T19:15:42+00:00,
Sidonia no Kishi Movie,Knights of Sidonia: The Movie,Sidonia no Kishi Movie,劇場版 シドニアの騎士,2015,WINTER,MOVIE,1,kitsu_10031,28495,21154,10031,10939,tt3398976,278154,60831,,completed,1,0,2025-02-15T18:43:47.649000+00:00,
Silent Witch: Chinmoku no Majo no Kakushigoto,Secrets of the Silent Witch,Silent Witch: Chinmoku no Majo no Kakushigoto,サイレント・ウィッチ 沈黙の魔女の隠しごと,2025,SUMMER,TV,13,mal_59459,59459,179966,49097,18795,tt33317800,452832,281058,2530200,plantowatch,9,0,2026-07-03T04:20:27+00:00,
Silent Witch: Chinmoku no Majo no Kakushigoto,Secrets of the Silent Witch,Silent Witch: Chinmoku no Majo no Kakushigoto,サイレント・ウィッチ 沈黙の魔女の隠しごと,2025,SUMMER,TV,13,kitsu_49097,59459,179966,49097,18795,tt33317800,452832,281058,,plantowatch,9,0,2026-06-30T11:56:28.147000+00:00,
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",I've Been Killing Slimes For 300 Years And Maxed Out My Level,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",スライム倒して300年,2021,SPRING,TV,12,mal_40586,40586,112608,42628,15201,tt13248062,389377,99073,1190967,completed,12,0,2026-07-05T13:37:49+00:00,
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",I've Been Killing Slimes For 300 Years And Maxed Out My Level,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",スライム倒して300年,2021,SPRING,TV,12,kitsu_42628,40586,112608,42628,15201,tt13248062,389377,99073,,completed,12,0,2025-02-15T18:43:47.695000+00:00,
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",I've Been Killing Slimes For 300 Years And Maxed Out My Level Season 2,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",スライム倒して300年,2025,SPRING,TV,12,mal_50738,50738,143337,45717,17110,tt13248062,389377,99073,1819462,completed,12,0,2026-07-05T13:38:04+00:00,
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",I've Been Killing Slimes For 300 Years And Maxed Out My Level Season 2,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",スライム倒して300年,2025,SPRING,TV,12,kitsu_45717,50738,143337,45717,17110,tt13248062,389377,99073,,completed,12,0,2026-01-23T11:53:33.313000+00:00,
Smile Precure!,Pretty Cure Season 09,Smile Precure!,スマイルプリキュア,2012,WINTER,TV,48,mal_12191,12191,12191,6687,8819,tt2230557,255904,45801,37367,plantowatch,0,0,2026-08-07T21:10:41.800937+00:00,
Smile Precure!,Pretty Cure Season 09,Smile Precure!,スマイルプリキュア,2012,WINTER,TV,48,kitsu_6687,12191,12191,6687,8819,tt2230557,255904,45801,,plantowatch,0,0,2026-06-30T11:36:55.706000+00:00,
Snowball Earth,SNOWBALL EARTH,Snowball Earth,スノウボールアース,2026,SPRING,TV,13,mal_62068,62068,196144,50041,19477,tt39229727,465925,296232,2837598,completed,13,0,2026-08-07T18:36:39+00:00,
"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.","My Instant Death Ability Is So Overpowered, No One in This Other World Stands a Chance Against Me !","Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",即死チートが最強すぎて,2024,WINTER,TV,12,mal_53730,53730,158028,46807,17749,tt30146725,427883,236144,2048072,completed,12,0,2026-08-07T18:36:17+00:00,
"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.","My Instant Death Ability Is So Overpowered, No One in This Other World Stands a Chance Against Me !","Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",即死チートが最強すぎて,2024,WINTER,TV,12,kitsu_46807,53730,158028,46807,17749,tt30146725,427883,236144,,watching,3,0,2025-02-15T18:43:13.258000+00:00,
Sora no Otoshimono,Lost Property of the Sky,Sora no Otoshimono,そらのおとしもの,2009,FALL,TV,13,mal_5958,5958,5958,4363,6658,tt1528567,118101,37437,40552,plantowatch,0,0,2026-08-07T21:10:41.801086+00:00,
Sora no Otoshimono,Lost Property of the Sky,Sora no Otoshimono,そらのおとしもの,2009,FALL,TV,13,kitsu_4363,5958,5958,4363,6658,tt1528567,118101,37437,,plantowatch,0,0,2026-06-30T11:35:13.622000+00:00,
Soul Eater,Soul Eater - Secera Mortii,Soul Eater,ソウルイーター,2008,SPRING,TV,51,mal_3588,3588,3588,3128,5610,tt1214085,81751,37305,40057,plantowatch,51,10,2026-07-21T10:00:21+00:00,
Soul Eater,Soul Eater - Secera Mortii,Soul Eater,ソウルイーター,2008,SPRING,TV,51,kitsu_3128,3588,3588,3128,5610,tt1214085,81751,37305,,completed,51,0,2025-02-15T18:43:47.749000+00:00,
Sousei no Onmyouji,Twin Star Exorcists,Sousei no Onmyouji,双星の陰陽師,2016,SPRING,TV,50,mal_32105,32105,21499,11553,11785,tt5637108,307061,66078,538758,completed,50,0,2026-08-07T18:35:33+00:00,
Sousei no Onmyouji,Twin Star Exorcists,Sousei no Onmyouji,双星の陰陽師,2016,SPRING,TV,50,kitsu_11553,32105,21499,11553,11785,tt5637108,307061,66078,,watching,2,0,2025-02-15T18:43:13.169000+00:00,
Sousou no Frieren,"Frieren, the Final Farewell to the Dead",Sousou no Frieren,葬送のフリーレン,2023,FALL,TV,28,mal_52991,52991,154587,46474,17617,tt22248376,424536,209867,1990194,watching,28,10,2026-07-05T13:41:50.809000+00:00,
Sousou no Frieren,"Frieren, the Final Farewell to the Dead",Sousou no Frieren,葬送のフリーレン,2023,FALL,TV,28,kitsu_46474,52991,154587,46474,17617,tt22248376,424536,209867,,watching,28,0,2026-07-05T13:41:50.809000+00:00,
Sousou no Frieren 2nd Season,Frieren at the Funeral Season 2,Sousou no Frieren 2nd Season,葬送のフリーレン,2026,WINTER,TV,10,mal_59978,59978,182255,49240,18886,tt22248376,424536,209867,2595284,completed,10,0,2026-08-07T18:36:33+00:00,
Sousou no Frieren 2nd Season,Frieren at the Funeral Season 2,Sousou no Frieren 2nd Season,葬送のフリーレン,2026,WINTER,TV,10,kitsu_49240,59978,182255,49240,18886,tt22248376,424536,209867,,watching,1,0,2026-01-23T11:53:40.069000+00:00,
Sozai Saishuka no Isekai Ryokouki,A Gatherer's Adventure in Isekai,Sozai Saishuka no Isekai Ryokouki,素材採取家の異世界旅行記,2025,FALL,TV,12,mal_61174,61174,187663,49927,19204,tt37430949,461265,284442,2733782,watching,12,0,2026-07-05T13:27:26+00:00,manual_override
Sozai Saishuka no Isekai Ryokouki,A Gatherer's Adventure in Isekai,Sozai Saishuka no Isekai Ryokouki,素材採取家の異世界旅行記,2025,FALL,TV,12,kitsu_49927,61174,187663,49927,19204,tt37430949,461265,284442,,watching,12,0,2026-01-24T22:34:14.884000+00:00,manual_override
Spy x Family,SPY x FAMILY,Spy x Family,スパイファミリー,2022,SPRING,TV,12,mal_50265,50265,140960,45398,16947,tt13706018,405920,120089,1766469,plantowatch,7,0,2026-07-06T13:45:24+00:00,
