title,title_english,title_romaji,title_native,year,season,format,episodes,canonical_key,mal_id,anilist_id,kitsu_id,anidb_id,imdb_id,tvdb_id,tmdb_id,simkl_id,status,progress,score,last_updated,source
"""Omae Gotoki ga Maou ni Kateru to Omouna"" to Yuusha Party wo Tsuihou sareta node, Outo de Kimama ni Kurashitai",ROLL OVER AND DIE: I Will Fight for an Ordinary Life with My Love and Cursed Sword!,"""Omae Gotoki ga Maou ni Kateru to Omouna"" to Yuusha Party wo Tsuihou sareta node, Outo de Kimama ni Kurashitai",「お前ごときが魔王に勝てると思うな」と勇者パーティを追放されたので,2026,WINTER,TV,12,mal_61587,61587,191718,50334,19310,tt37901124,463013,285357,2765276,completed,12,0,2026-07-21T18:20:18+00:00,
100-man no Inochi no Ue ni Ore wa Tatteiru,I'm Standing on a Million Lives,100-man no Inochi no Ue ni Ore wa Tatteiru,100万の命の上に俺は立っている,2020,FALL,TV,12,mal_41380,41380,116242,43367,15415,tt12706854,383518,99995,1292945,completed,12,0,2026-07-05T13:37:52+00:00,
100-man no Inochi no Ue ni Ore wa Tatteiru,I'm Standing on a Million Lives,100-man no Inochi no Ue ni Ore wa Tatteiru,100万の命の上に俺は立っている,2020,FALL,TV,12,kitsu_43367,41380,116242,43367,15415,tt12706854,383518,99995,,completed,12,0,2025-02-15T18:43:03.532000+00:00,
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,I'm Standing on a Million Lives 2nd Season,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,100万の命の上に俺は立っている,2021,SUMMER,TV,12,mal_44881,44881,127366,43883,15930,tt12706854,383518,99995,1505135,completed,12,0,2026-07-05T13:37:56+00:00,
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,I'm Standing on a Million Lives 2nd Season,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,100万の命の上に俺は立っている,2021,SUMMER,TV,12,kitsu_43883,44881,127366,43883,15930,tt12706854,383518,99995,,completed,12,0,2025-02-15T18:43:40.186000+00:00,
11eyes,11eyes -Tsumi to Batsu to Aganai no Shoujo-,11eyes,11eyes イレブンアイズ,2009,FALL,TV,12,mal_6682,6682,6682,4662,6751,tt1515976,117851,44310,38606,completed,12,4,2026-07-21T18:20:02+00:00,
11eyes,11eyes -Tsumi to Batsu to Aganai no Shoujo-,11eyes,11eyes イレブンアイズ,2009,FALL,TV,12,kitsu_4662,6682,6682,4662,6751,tt1515976,117851,44310,,watching,6,0,2026-01-23T11:53:01.909000+00:00,
2.5-jigen no Ririsa,2.5 Dimensional Seduction - La Seduzione a 2.5 Dimensioni di Ririsa,2.5-jigen no Ririsa,2.5次元の誘惑,2024,SUMMER,TV,24,mal_53802,53802,158559,46842,17760,tt31141567,428168,216074,2054506,completed,24,7,2026-08-07T16:33:23+00:00,
2.5-jigen no Ririsa,2.5 Dimensional Seduction - La Seduzione a 2.5 Dimensioni di Ririsa,2.5-jigen no Ririsa,2.5次元の誘惑,2024,SUMMER,TV,24,kitsu_46842,53802,158559,46842,17760,tt31141567,428168,216074,,watching,2,0,2026-01-23T11:53:39.282000+00:00,
29-sai Dokushin Chuuken Boukensha no Nichijou,The Daily Life of a Single 29-Year-Old Adventurer,29-sai Dokushin Chuuken Boukensha no Nichijou,29歳独身中堅冒険者の日常,2026,WINTER,TV,12,mal_61637,61637,192261,49903,19324,tt38647627,463334,290667,2773404,completed,12,0,2026-07-21T18:20:18+00:00,
29-sai Dokushin Chuuken Boukensha no Nichijou,The Daily Life of a Single 29-Year-Old Adventurer,29-sai Dokushin Chuuken Boukensha no Nichijou,29歳独身中堅冒険者の日常,2026,WINTER,TV,12,kitsu_49903,61637,192261,49903,19324,tt38647627,463334,290667,,plantowatch,0,0,2026-01-24T22:34:18.023000+00:00,
29-sai Dokushin Chuuken Boukensha no Nichijou,The Daily Life of a Single 29-Year-Old Adventurer,29-sai Dokushin Chuuken Boukensha no Nichijou,29歳独身中堅冒険者の日常,2026,WINTER,TV,12,anilist_192261,61637,192261,49903,19324,tt38647627,463334,290667,,plantowatch,0,0,2026-01-24T22:34:18.023000+00:00,
91 Days,91Days,91 Days,91デイズ,2016,SUMMER,TV,12,mal_32998,32998,21711,11957,12014,tt5839706,309530,67043,570830,plantowatch,0,0,2026-08-07T21:10:41.801288+00:00,
91 Days,91Days,91 Days,91デイズ,2016,SUMMER,TV,12,kitsu_11957,32998,21711,11957,12014,tt5839706,309530,67043,,plantowatch,0,0,2026-01-23T11:24:17.581000+00:00,
[Oshi no Ko],[Oshi no Ko] Mother and Children,[Oshi no Ko],[推しの子],2023,SPRING,TV,11,mal_52034,52034,150672,46170,17449,tt21030032,421069,203737,1928828,completed,11,0,2026-07-21T18:20:10+00:00,
[Oshi no Ko],[Oshi no Ko] Mother and Children,[Oshi no Ko],[推しの子],2023,SPRING,TV,11,kitsu_46170,52034,150672,46170,17449,tt21030032,421069,203737,,watching,1,0,2026-06-30T11:43:54.749000+00:00,
[Oshi no Ko] 2nd Season,My Star Season 2,[Oshi no Ko] 2nd Season,[推しの子],2024,SUMMER,TV,13,mal_55791,55791,166531,47659,18086,tt21030032,421069,203737,2198092,watching,0,0,2026-08-07T21:10:41.801746+00:00,
[Oshi no Ko] 2nd Season,My Star Season 2,[Oshi no Ko] 2nd Season,[推しの子],2024,SUMMER,TV,13,kitsu_47659,55791,166531,47659,18086,tt21030032,421069,203737,,watching,0,0,2026-01-23T11:53:40.473000+00:00,
[Oshi no Ko] 3rd Season,My Star Season 3,[Oshi no Ko] 3rd Season,[推しの子],2026,WINTER,TV,11,mal_60058,60058,182587,49264,18901,tt21030032,421069,203737,2601794,plantowatch,0,0,2026-08-07T21:10:41.801865+00:00,
[Oshi no Ko] 3rd Season,My Star Season 3,[Oshi no Ko] 3rd Season,[推しの子],2026,WINTER,TV,11,kitsu_49264,60058,182587,49264,18901,tt21030032,421069,203737,,plantowatch,0,0,2026-01-23T11:36:21.007000+00:00,
A Kite,A Kite: Sexo Letal,A Kite,A KITE（カイト）,1998,WINTER,OVA,2,mal_320,320,314,8123,314,tt0296295,85301,46419,1120027,plantowatch,0,0,2026-08-07T21:10:41.801441+00:00,
"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.","After Leaving the A-Rank Party, I Aim for the Deep Part of the Labyrinth With My Former Students","A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.",Aランクパーティを離脱した俺は,2025,WINTER,TV,24,mal_59730,59730,180812,49179,18852,tt33615810,454085,270487,2572648,completed,24,0,2026-07-06T13:45:27+00:00,
"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.","After Leaving the A-Rank Party, I Aim for the Deep Part of the Labyrinth With My Former Students","A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.",Aランクパーティを離脱した俺は,2025,WINTER,TV,24,kitsu_49179,59730,180812,49179,18852,tt33615810,454085,270487,,watching,21,0,2026-01-23T11:07:46.682000+00:00,
Ai no Kusabi,The Space Between,Ai no Kusabi,間の楔,1992,SUMMER,OVA,2,mal_719,719,719,649,793,,,,1503519,completed,2,7,2026-07-06T13:45:24+00:00,
Ai no Kusabi,The Space Between,Ai no Kusabi,間の楔,1992,SUMMER,OVA,2,kitsu_649,719,719,649,793,,,,1503519,watching,1,7,2026-06-30T11:51:38.394000+00:00,
Ajin,AJIN: Demi-Human,Ajin,亚人,2016,WINTER,TV,13,mal_31580,31580,21341,11368,11577,tt5537534,300835,65292,522882,plantowatch,13,8,2026-07-21T07:30:28+00:00,
Ajin,AJIN: Demi-Human,Ajin,亚人,2016,WINTER,TV,13,kitsu_11368,31580,21341,11368,11577,tt5537534,300835,65292,,completed,13,0,2026-01-23T10:08:45.476000+00:00,
Ajin Part 2,Ajin: Demi-Human 2nd Season,Ajin Part 2,亜人 (2016 第2クール),2016,FALL,TV,13,mal_33253,33253,21799,12115,12111,tt5537534,300835,65292,581835,completed,13,0,2026-01-26T14:06:47+00:00,
Ajin Part 2,Ajin: Demi-Human 2nd Season,Ajin Part 2,亜人 (2016 第2クール),2016,FALL,TV,13,kitsu_12115,33253,21799,12115,12111,tt5537534,300835,65292,,completed,13,0,2026-01-23T11:53:33.546000+00:00,
Akiba Meido Sensou,Akiba Maid Sensou,Akiba Meido Sensou,アキバ冥途戦争,2022,FALL,TV,12,mal_52193,52193,151379,46210,17475,tt21929358,421676,204716,1937758,plantowatch,6,0,2026-06-30T11:55:17.229000+00:00,
Akiba Meido Sensou,Akiba Maid Sensou,Akiba Meido Sensou,アキバ冥途戦争,2022,FALL,TV,12,kitsu_46210,52193,151379,46210,17475,tt21929358,421676,204716,,plantowatch,6,0,2026-06-30T11:55:17.229000+00:00,
Akira,Storm Boy,Akira,AKIRA（アキラ）,1988,SUMMER,MOVIE,1,mal_47,47,47,29,28,tt0094625,,149,40079,completed,1,8,2026-07-21T10:00:22+00:00,
Akira,Storm Boy,Akira,AKIRA（アキラ）,1988,SUMMER,MOVIE,1,kitsu_29,47,47,29,28,tt0094625,,[149],40079,completed,1,0,2025-02-15T18:43:05.843000+00:00,
Akudama Drive,akudama,Akudama Drive,アクダマドライブ,2020,FALL,TV,12,mal_41433,41433,116566,43067,15437,tt12331342,378879,100436,1297955,plantowatch,0,0,2026-08-07T21:10:41.801490+00:00,
Akudama Drive,akudama,Akudama Drive,アクダマドライブ,2020,FALL,TV,12,kitsu_43067,41433,116566,43067,15437,tt12331342,378879,100436,,plantowatch,0,0,2026-01-23T11:27:19.577000+00:00,
Akujiki Reijou to Kyouketsu Koushaku,The Lady with a Peculiar Palate and the Mad-Blooded Duke,Akujiki Reijou to Kyouketsu Koushaku,悪食令嬢と狂血公爵,2025,FALL,TV,12,mal_60162,60162,183291,49297,18941,tt38037460,455754,274814,2613916,watching,12,0,2026-08-07T18:36:34+00:00,
Akujiki Reijou to Kyouketsu Koushaku,The Lady with a Peculiar Palate and the Mad-Blooded Duke,Akujiki Reijou to Kyouketsu Koushaku,悪食令嬢と狂血公爵,2025,FALL,TV,12,kitsu_49297,60162,183291,49297,18941,tt38037460,455754,274814,,watching,3,0,2026-01-23T11:53:39.412000+00:00,
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,悪役令嬢レベル99 ~私は裏ボスですが魔王ではありません~,2024,WINTER,TV,12,mal_54837,54837,163076,47237,17937,tt30495119,432806,222930,2125614,completed,12,0,2026-07-06T13:45:25+00:00,
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,悪役令嬢レベル99 ~私は裏ボスですが魔王ではありません~,2024,WINTER,TV,12,kitsu_47237,54837,163076,47237,17937,tt30495119,432806,222930,,watching,11,0,2025-02-15T18:43:13.623000+00:00,
Akuyaku Reijou nanode Last Boss wo Kattemimashita,"I'm the Villainess, So I'm Taming the Final Boss",Akuyaku Reijou nanode Last Boss wo Kattemimashita,悪ラス,2022,FALL,TV,12,mal_49979,49979,139820,45269,16826,tt15533960,411821,135334,1875206,completed,12,0,2026-08-07T18:36:09+00:00,
Akuyaku Reijou nanode Last Boss wo Kattemimashita,"I'm the Villainess, So I'm Taming the Final Boss",Akuyaku Reijou nanode Last Boss wo Kattemimashita,悪ラス,2022,FALL,TV,12,kitsu_45269,49979,139820,45269,16826,tt15533960,411821,135334,,watching,5,0,2025-02-15T18:43:11.366000+00:00,
Aldnoah.Zero,"ALDNOAH.ZERO: Let Justice Be Done, Though The Heavens Fall.",Aldnoah.Zero,アルドノア・ゼロ,2014,SUMMER,TV,12,mal_22729,22729,20632,8297,10445,tt3544556,279827,61259,47812,plantowatch,0,0,2026-08-07T21:10:41.801172+00:00,
Aldnoah.Zero,"ALDNOAH.ZERO: Let Justice Be Done, Though The Heavens Fall.",Aldnoah.Zero,アルドノア・ゼロ,2014,SUMMER,TV,12,kitsu_8297,22729,20632,8297,10445,tt3544556,279827,61259,,plantowatch,0,0,2026-06-30T11:38:20.494000+00:00,
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,Sweet Punishment - I'm the Guard's Personal Pet-,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,甘い懲罰~私は看守専用ペット,2018,SPRING,ONA,13,mal_37320,37320,101160,41014,13806,,,,766129,completed,13,0,2026-07-02T01:15:12+00:00,
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,Sweet Punishment - I'm the Guard's Personal Pet-,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,甘い懲罰~私は看守専用ペット,2018,SPRING,ONA,13,kitsu_41014,37320,,41014,,,,,,completed,13,0,2026-06-30T12:01:28.388000+00:00,
Angel Beats!,Angel Beats,Angel Beats!,Angel Beats!（エンジェルビーツ!）,2010,SPRING,TV,13,mal_6547,6547,6547,4604,6564,tt1639109,150471,42942,38481,plantowatch,13,7,2026-07-21T10:00:13+00:00,
Angel Beats!,Angel Beats,Angel Beats!,Angel Beats!（エンジェルビーツ!）,2010,SPRING,TV,13,kitsu_4604,6547,6547,4604,6564,tt1639109,150471,42942,,completed,13,0,2025-02-15T18:43:40.318000+00:00,
Another,,Another,アナザー,2012,WINTER,TV,12,mal_11111,11111,11111,6462,8556,tt2176165,254349,42589,39608,plantowatch,12,10,2026-07-21T10:00:19+00:00,
Another,,Another,アナザー,2012,WINTER,TV,12,kitsu_6462,11111,11111,6462,8556,tt2176165,254349,42589,,completed,12,0,2026-01-23T10:08:16.294000+00:00,
Ansatsu Kyoushitsu,Ansatsu Kyoushitsu (TV),Ansatsu Kyoushitsu,暗杀教室,2015,WINTER,TV,22,mal_24833,24833,20755,8640,10702,tt3837246,283947,62110,51848,completed,22,7,2025-02-15T18:43:06.040000+00:00,
Ansatsu Kyoushitsu,Ansatsu Kyoushitsu (TV),Ansatsu Kyoushitsu,暗杀教室,2015,WINTER,TV,22,kitsu_8640,24833,20755,8640,10702,tt3837246,283947,62110,,completed,22,0,2025-02-15T18:43:06.040000+00:00,
Ansatsu Kyoushitsu 2nd Season,Ansatsu Kyoushitsu (TV) 2nd Season,Ansatsu Kyoushitsu 2nd Season,暗杀教室 第二季,2016,WINTER,TV,25,mal_30654,30654,21170,10877,11203,tt3837246,283947,62110,491524,completed,25,0,2026-01-26T14:06:45+00:00,
Ansatsu Kyoushitsu 2nd Season,Ansatsu Kyoushitsu (TV) 2nd Season,Ansatsu Kyoushitsu 2nd Season,暗杀教室 第二季,2016,WINTER,TV,25,kitsu_10877,30654,21170,10877,11203,tt3837246,283947,62110,,completed,25,0,2026-01-23T11:53:33.524000+00:00,
Ansatsu Kyoushitsu: Jump Festa 2013 Special,Ansatsu Kyoushitsu Jump Super Anime Tour Special,Ansatsu Kyoushitsu: Jump Festa 2013 Special,暗杀教室 修学旅行篇,2013,FALL,SPECIAL,1,mal_19759,19759,19759,7973,9985,tt3837246,283947,62110,43122,completed,1,7,2026-06-30T11:59:31.894000+00:00,
Ansatsu Kyoushitsu: Jump Festa 2013 Special,Ansatsu Kyoushitsu Jump Super Anime Tour Special,Ansatsu Kyoushitsu: Jump Festa 2013 Special,暗杀教室 修学旅行篇,2013,FALL,SPECIAL,1,kitsu_7973,19759,19759,7973,9985,tt3837246,283947,62110,,completed,1,7,2026-06-30T11:59:31.894000+00:00,
Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,My Status as an Assassin Obviously Exceeds the Hero's,Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,ステつよ,2025,FALL,TV,12,mal_61026,61026,186794,49567,19162,tt36230718,460341,284644,2717108,completed,12,9,2026-08-14T11:43:07.789000+00:00,
Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,My Status as an Assassin Obviously Exceeds the Hero's,Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,ステつよ,2025,FALL,TV,12,kitsu_49567,61026,186794,49567,19162,tt36230718,460341,284644,,watching,12,9,2026-01-24T22:34:14.932000+00:00,
Ao no Exorcist,Ao No Exorcist,Ao no Exorcist,青のエクソシスト,2011,SPRING,TV,25,mal_9919,9919,9919,5940,8148,tt1799631,248035,38464,37749,plantowatch,0,0,2026-08-07T21:10:41.800958+00:00,
Ao no Exorcist,Ao No Exorcist,Ao no Exorcist,青のエクソシスト,2011,SPRING,TV,25,kitsu_5940,9919,9919,5940,8148,tt1799631,248035,38464,,plantowatch,0,0,2023-08-06T07:03:05.248000+00:00,
Ao no Exorcist: Shimane Illuminati-hen,Ao no Exorcist Shimane Illuminati-hen,Ao no Exorcist: Shimane Illuminati-hen,青の祓魔師 (TV),2024,WINTER,TV,12,mal_53889,53889,158931,46875,17786,tt1799631,248035,38464,2060004,plantowatch,0,0,2026-08-07T21:10:41.801719+00:00,
Ao no Exorcist: Shimane Illuminati-hen,Ao no Exorcist Shimane Illuminati-hen,Ao no Exorcist: Shimane Illuminati-hen,青の祓魔師 (TV),2024,WINTER,TV,12,kitsu_46875,53889,158931,46875,17786,tt1799631,248035,38464,,plantowatch,0,0,2024-05-30T07:55:15.677000+00:00,
Arifureta Shokugyou de Sekai Saikyou,From Common Job Class to the Strongest in the World,Arifureta Shokugyou de Sekai Saikyou,ありふれた職業で世界最強,2019,SUMMER,TV,13,mal_36882,36882,100668,14043,13624,tt10431290,357019,86034,742949,completed,13,8,2026-07-05T13:37:43+00:00,
Arifureta Shokugyou de Sekai Saikyou,From Common Job Class to the Strongest in the World,Arifureta Shokugyou de Sekai Saikyou,ありふれた職業で世界最強,2019,SUMMER,TV,13,kitsu_14043,36882,100668,14043,13624,tt10431290,357019,86034,,completed,13,0,2026-01-24T22:38:15.396000+00:00,
Arifureta Shokugyou de Sekai Saikyou 2nd Season,From Common Job Class to the Strongest in the World 2nd Season,Arifureta Shokugyou de Sekai Saikyou 2nd Season,ありふれた職業で世界最強,2022,WINTER,TV,12,mal_40507,40507,112323,42611,15135,tt10431290,357019,86034,1183487,completed,12,0,2026-01-26T14:06:31+00:00,
Arifureta Shokugyou de Sekai Saikyou 2nd Season,From Common Job Class to the Strongest in the World 2nd Season,Arifureta Shokugyou de Sekai Saikyou 2nd Season,ありふれた職業で世界最強,2022,WINTER,TV,12,kitsu_42611,40507,112323,42611,15135,tt10431290,357019,86034,,completed,12,0,2026-01-23T11:53:33.359000+00:00,
Arifureta Shokugyou de Sekai Saikyou Season 3,From Common Job Class to the Strongest in the World Season 3,Arifureta Shokugyou de Sekai Saikyou Season 3,ありふれた職業で世界最強 3rd season,2024,FALL,TV,16,mal_52995,52995,154473,46454,17615,tt10431290,357019,86034,1990188,completed,16,0,2026-01-26T14:06:23+00:00,
Arifureta Shokugyou de Sekai Saikyou Season 3,From Common Job Class to the Strongest in the World Season 3,Arifureta Shokugyou de Sekai Saikyou Season 3,ありふれた職業で世界最強 3rd season,2024,FALL,TV,16,kitsu_46454,52995,154473,46454,17615,tt10431290,357019,86034,,completed,16,0,2026-01-23T11:53:33.095000+00:00,
Arne no Jikenbo,The Case Book of Arne,Arne no Jikenbo,アルネの事件簿,2026,WINTER,TV,12,mal_60255,60255,183984,49323,18967,tt38798044,456392,276110,2628720,plantowatch,0,0,2026-08-07T21:10:41.801874+00:00,
Arne no Jikenbo,The Case Book of Arne,Arne no Jikenbo,アルネの事件簿,2026,WINTER,TV,12,kitsu_49323,60255,183984,49323,18967,tt38798044,456392,276110,,plantowatch,0,0,2026-01-23T11:36:58.240000+00:00,
Around 40 Otoko no Isekai Tsuuhan,The Daily Life of a Middle-Aged Online Shopper in Another World,Around 40 Otoko no Isekai Tsuuhan,アラフォー男の異世界通販,2025,WINTER,TV,13,mal_59561,59561,180292,49124,18818,tt34621652,453353,261745,2542536,completed,13,0,2026-07-06T13:45:26+00:00,
Around 40 Otoko no Isekai Tsuuhan,The Daily Life of a Middle-Aged Online Shopper in Another World,Around 40 Otoko no Isekai Tsuuhan,アラフォー男の異世界通販,2025,WINTER,TV,13,kitsu_49124,59561,180292,49124,18818,tt34621652,453353,261745,,watching,9,0,2026-01-23T11:07:38.761000+00:00,
Aru Majo ga Shinu Made,Once Upon a Witch's Death: The Tale of the One Thousand Tears of Joy,Aru Majo ga Shinu Made,ある魔女が死ぬまで,2025,SPRING,TV,12,mal_59169,59169,178701,49005,18719,tt32779862,451682,258055,2502788,plantowatch,0,0,2026-08-07T21:10:41.801829+00:00,
Aru Majo ga Shinu Made,Once Upon a Witch's Death: The Tale of the One Thousand Tears of Joy,Aru Majo ga Shinu Made,ある魔女が死ぬまで,2025,SPRING,TV,12,kitsu_49005,59169,178701,49005,18719,tt32779862,451682,258055,,plantowatch,0,0,2026-06-30T11:47:54.652000+00:00,
Avatar: The Last Airbender Book 1: Water,,Avatar: The Last Airbender Book 1: Water,,2005,WINTER,TV,20,kitsu_7936,,,7936,,,,,,completed,20,0,2018-03-01T05:07:19.550000+00:00,
Avatar: The Last Airbender Book 2: Earth,,Avatar: The Last Airbender Book 2: Earth,,2006,SPRING,TV,20,kitsu_7937,,,7937,,,,,,completed,20,0,2018-03-01T04:47:14.900000+00:00,
Avatar: The Last Airbender Book 3: Fire,Avatar: The Last Airbender,Avatar: The Last Airbender Book 3: Fire,,2007,FALL,TV,21,kitsu_7926,,,7926,,,,,,completed,21,0,2018-03-01T04:47:06.350000+00:00,
Baccano!,Murder Train,Baccano!,バッカーノ!,2007,SUMMER,TV,13,mal_2251,2251,2251,2039,4897,tt1334722,80421/1,34121,40672,completed,13,0,2026-07-10T13:55:02+00:00,
Baccano!,Murder Train,Baccano!,バッカーノ!,2007,SUMMER,TV,13,kitsu_2039,2251,2251,2039,4897,tt1334722,80421,34121,,completed,13,0,2026-06-30T11:34:37.064000+00:00,
Bartender,Ace Bartender Bartender,Bartender,バーテンダー,2006,FALL,TV,11,mal_1589,1589,1589,1429,4681,tt0875778,81091,42860,40624,completed,11,0,2026-07-21T18:20:04+00:00,
Bartender,Ace Bartender Bartender,Bartender,バーテンダー,2006,FALL,TV,11,kitsu_1429,1589,1589,1429,4681,tt0875778,81091,42860,,watching,8,0,2026-06-30T11:57:11.204000+00:00,
Bartender: Kami no Glass,BARTENDER Glass of God,Bartender: Kami no Glass,BARTENDER 神のグラス,2024,SPRING,TV,12,mal_53407,53407,155890,46644,17673,tt29233201,426262,225168,2017208,completed,12,0,2026-08-07T18:36:15+00:00,
Bartender: Kami no Glass,BARTENDER Glass of God,Bartender: Kami no Glass,BARTENDER 神のグラス,2024,SPRING,TV,12,kitsu_46644,53407,155890,46644,17673,tt29233201,426262,225168,,watching,8,0,2025-02-15T18:43:15.038000+00:00,
Bastard!! Ankoku no Hakaishin (ONA),Bastard!! Ankoku no Hakai Shin (2022),Bastard!! Ankoku no Hakaishin (ONA),BASTARD!! -暗黒の破壊神-,2022,SPRING,ONA,13,mal_50953,50953,144677,45830,17175,tt17736234,415677,156898,1839336,watching,13,0,2026-07-05T13:38:05+00:00,
Bastard!! Ankoku no Hakaishin (ONA),Bastard!! Ankoku no Hakai Shin (2022),Bastard!! Ankoku no Hakaishin (ONA),BASTARD!! -暗黒の破壊神-,2022,SPRING,ONA,13,kitsu_45830,50953,,45830,,,,,,watching,13,0,2026-01-24T22:39:38.428000+00:00,
Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,"BASTARD!! -Heavy Metal, Dark Fantasy- Season 2",Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,BASTARD!! -暗黒の破壊神- 地獄の鎮魂歌編,2023,SUMMER,ONA,15,mal_54141,54141,159926,46958,17812,tt17736234,415677,156898,2072586,watching,0,0,2026-08-07T21:10:41.801722+00:00,
Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,"BASTARD!! -Heavy Metal, Dark Fantasy- Season 2",Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,BASTARD!! -暗黒の破壊神- 地獄の鎮魂歌編,2023,SUMMER,ONA,15,kitsu_46958,54141,159926,46958,17812,tt17736234,415677,156898,,watching,0,0,2026-06-30T12:12:18.892000+00:00,
"Benriya Saitou-san, Isekai ni Iku",Handyman Saitou In Another World,"Benriya Saitou-san, Isekai ni Iku",便利屋斎藤さん,2023,WINTER,TV,12,mal_50854,50854,144092,45788,17140,tt21844644,414845,155942,1829556,completed,12,0,2026-08-07T18:36:07+00:00,
"Benriya Saitou-san, Isekai ni Iku",Handyman Saitou In Another World,"Benriya Saitou-san, Isekai ni Iku",便利屋斎藤さん,2023,WINTER,TV,12,kitsu_45788,50854,144092,45788,17140,tt21844644,414845,155942,,watching,8,0,2025-02-15T18:43:11.519000+00:00,
Berserk: Ougon Jidai-hen - Memorial Edition,Berserk: The Golden Age Arc - MEMORIAL EDITION,Berserk: Ougon Jidai-hen - Memorial Edition,ベルセルク 黄金時代篇 MEMORIAL EDITION,2022,FALL,TV,13,mal_52976,52976,155011,46323,,,,,,watching,2,0,2026-06-30T12:11:55.227000+00:00,arm
Berserk: Ougon Jidai-hen - Memorial Edition,Berserk: The Golden Age Arc - MEMORIAL EDITION,Berserk: Ougon Jidai-hen - Memorial Edition,ベルセルク 黄金時代篇 MEMORIAL EDITION,2022,FALL,TV,13,kitsu_46323,52976,155011,46323,,,,,,watching,2,0,2026-06-30T12:11:55.227000+00:00,
Berserk: Ougon Jidai-hen I - Haou no Tamago,Berserk: The Golden Age Arc I - The Egg of the King,Berserk: Ougon Jidai-hen I - Haou no Tamago,ベルセルク 黄金時代篇Ⅰ 覇王の卵,2012,WINTER,MOVIE,1,mal_10218,10218,10218,6084,7991,,,,37137,watching,0,0,2026-08-07T21:10:41.800930+00:00,
Berserk: Ougon Jidai-hen I - Haou no Tamago,Berserk: The Golden Age Arc I - The Egg of the King,Berserk: Ougon Jidai-hen I - Haou no Tamago,ベルセルク 黄金時代篇Ⅰ 覇王の卵,2012,WINTER,MOVIE,1,kitsu_6084,10218,10218,6084,,,,,,plantowatch,0,0,2026-06-30T11:53:54.271000+00:00,
Black Clover,Black Clover (TV),Black Clover,ブラッククローバー,2017,FALL,TV,170,mal_34572,34572,97940,13209,12665,tt7441658,331753,73223,644079,completed,170,7,2026-07-21T18:20:07+00:00,
Black Clover,Black Clover (TV),Black Clover,ブラッククローバー,2017,FALL,TV,170,kitsu_13209,34572,97940,13209,12665,tt7441658,331753,73223,,watching,60,0,2026-01-24T22:37:58.996000+00:00,
Black Clover: Jump Festa 2016 Special,Black Clover Jump Special Anime Festa 2016,Black Clover: Jump Festa 2016 Special,オール魔法騎士感謝祭,2016,FALL,OVA,1,mal_33950,33950,87528,12625,12351,tt7441658,331753,73223,611497,watching,0,7,2026-08-07T21:10:41.801306+00:00,
Black Clover: Jump Festa 2016 Special,Black Clover Jump Special Anime Festa 2016,Black Clover: Jump Festa 2016 Special,オール魔法騎士感謝祭,2016,FALL,OVA,1,kitsu_12625,33950,87528,12625,12351,tt7441658,331753,73223,,watching,0,7,2026-06-30T12:00:41.036000+00:00,
Black Lagoon,Black Lagoon 1st Season,Black Lagoon,ブラックラグーン,2006,SPRING,TV,12,mal_889,889,889,789,3395,tt0962826,79604,12598,36733,plantowatch,12,0,2026-07-21T10:00:07+00:00,
